EmpID,BusinessTravel,Department,HourlyRate,JobLevel,JobRole,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2102707,Travel_Rarely,Research & Development,35,5,Manager,4,9358,4,Yes,12,26,4,2,2,0,1,No
2102708,Travel_Rarely,Research & Development,69,1,Research Scientist,3,12145,0,No,20,3,3,2,2,2,2,No
2102709,Travel_Rarely,Sales,39,2,Sales Executive,3,20431,0,No,12,6,3,5,0,1,2,No
2102710,Travel_Rarely,Research & Development,92,2,Research Scientist,4,18089,1,Yes,12,6,2,6,4,0,5,No
2102711,Travel_Frequently,Research & Development,71,1,Research Scientist,3,22653,1,No,20,1,3,1,0,0,0,No
2102712,Travel_Rarely,Sales,34,2,Sales Executive,1,7507,7,No,20,18,4,14,7,8,10,No
2102713,Travel_Rarely,Research & Development,42,1,Research Scientist,4,7660,1,No,12,10,2,10,9,8,8,No
2102714,Travel_Frequently,Sales,100,2,Sales Executive,1,5630,2,No,14,5,3,1,1,0,0,Yes
2102715,Travel_Rarely,Research & Development,71,1,Laboratory Technician,4,17759,1,Yes,13,3,3,3,2,0,2,No
2102716,Travel_Rarely,Research & Development,36,3,Manufacturing Director,3,9606,1,No,15,10,3,10,7,7,8,No
2102717,Travel_Rarely,Sales,62,2,Sales Executive,3,3487,1,No,14,6,2,6,0,1,2,No
2102718,Travel_Rarely,Research & Development,82,2,Research Scientist,4,19368,1,No,13,17,3,17,11,11,8,No
2102719,Travel_Frequently,Research & Development,30,2,Healthcare Representative,4,5335,3,No,23,15,1,13,11,4,7,No
2102720,Travel_Rarely,Human Resources,88,3,Human Resources,2,6729,2,No,15,16,4,9,7,7,1,No
2102721,Travel_Rarely,Research & Development,48,2,Manufacturing Director,2,13934,2,Yes,11,13,3,3,2,0,2,No
2102722,Travel_Rarely,Research & Development,54,1,Research Scientist,4,15174,0,No,13,5,3,4,2,1,1,No
2102723,Travel_Rarely,Research & Development,32,1,Research Scientist,3,26999,1,Yes,11,1,3,1,0,1,1,Yes
2102724,Travel_Frequently,Research & Development,70,1,Research Scientist,1,3164,1,Yes,11,10,3,10,8,9,7,Yes
2102725,Non-Travel,Research & Development,41,1,Laboratory Technician,3,16900,1,No,18,1,3,1,0,0,0,No
2102726,Travel_Rarely,Research & Development,58,1,Research Scientist,1,8544,2,No,16,5,4,3,2,0,2,No
2102727,Travel_Rarely,Sales,57,2,Sales Executive,2,15678,0,No,22,4,3,3,2,1,2,No
2102728,Travel_Rarely,Sales,46,2,Sales Executive,4,7791,0,No,20,8,3,7,7,0,5,No
2102729,Travel_Frequently,Research & Development,76,1,Research Scientist,4,18959,1,No,18,10,3,10,7,2,8,No
2102730,Travel_Rarely,Sales,56,2,Sales Executive,2,18597,3,No,12,12,3,2,2,2,2,No
2102731,Travel_Frequently,Sales,71,2,Sales Executive,4,16673,1,Yes,20,6,3,6,5,0,4,No
2102732,Travel_Rarely,Research & Development,80,1,Research Scientist,4,15232,3,No,17,4,3,1,0,0,0,No
2102733,Travel_Rarely,Research & Development,74,1,Laboratory Technician,3,3297,1,Yes,11,20,3,20,8,3,8,No
2102734,Travel_Rarely,Research & Development,46,3,Healthcare Representative,2,17654,1,No,14,9,4,8,7,7,7,No
2102735,Travel_Rarely,Sales,65,2,Sales Executive,3,24785,9,No,14,4,3,2,2,2,0,Yes
2102736,Travel_Rarely,Research & Development,80,2,Healthcare Representative,3,20978,1,No,11,20,3,20,7,11,10,No
2102737,Travel_Rarely,Sales,55,2,Sales Executive,4,21703,1,No,12,10,2,10,7,0,8,No
2102738,Travel_Frequently,Sales,50,2,Sales Executive,3,23452,3,Yes,14,18,3,4,3,1,3,Yes
2102739,Travel_Rarely,Research & Development,33,2,Healthcare Representative,4,19383,0,No,13,10,2,9,7,1,8,No
2102740,Travel_Rarely,Research & Development,68,3,Manufacturing Director,1,6009,1,No,11,9,3,9,7,0,7,No
2102741,Travel_Rarely,Research & Development,39,3,Research Director,4,19373,3,No,15,10,3,7,7,7,7,No
2102742,Travel_Rarely,Sales,42,2,Sales Executive,1,11825,2,No,12,20,3,7,7,1,7,No
2102743,Travel_Frequently,Sales,48,3,Sales Executive,1,23772,5,Yes,21,20,3,18,13,1,12,No
2102744,Travel_Rarely,Research & Development,59,4,Research Director,3,13514,3,No,19,32,3,5,1,1,3,No
2102745,Travel_Rarely,Human Resources,73,5,Manager,4,8861,3,No,15,23,2,21,6,12,6,No
2102746,Travel_Rarely,Sales,84,2,Sales Executive,1,11924,8,No,14,10,3,2,2,2,2,No
2102747,Travel_Frequently,Research & Development,32,3,Manufacturing Director,1,4809,1,No,21,9,2,9,7,1,7,No
2102748,Travel_Rarely,Human Resources,59,5,Manager,3,19562,1,No,12,22,3,22,7,2,10,No
2102749,Travel_Rarely,Sales,54,1,Sales Representative,2,9983,7,No,15,4,3,2,2,2,2,No
2102750,Travel_Rarely,Research & Development,67,1,Research Scientist,2,3872,7,Yes,13,10,3,7,7,3,7,Yes
2102751,Non-Travel,Research & Development,63,3,Research Director,1,20335,9,No,14,10,3,8,7,0,5,No
2102752,Travel_Rarely,Research & Development,81,3,Manufacturing Director,3,15397,4,Yes,14,10,4,1,0,0,0,No
2102753,Non-Travel,Research & Development,49,1,Laboratory Technician,3,2104,2,No,14,9,3,5,2,1,4,No
2102754,Travel_Frequently,Sales,49,4,Sales Executive,3,10225,9,Yes,12,28,2,22,2,11,13,No
2102755,Travel_Rarely,Sales,99,2,Sales Executive,4,25275,7,No,23,10,2,8,7,7,7,No
2102756,Travel_Rarely,Sales,99,1,Sales Representative,3,2755,1,No,11,1,3,1,0,0,0,No
2102757,Travel_Frequently,Research & Development,57,1,Research Scientist,3,20366,6,Yes,12,7,3,2,2,2,2,Yes
2102758,Travel_Frequently,Sales,47,2,Sales Executive,4,23683,3,No,18,7,3,2,2,2,2,No
2102759,Travel_Rarely,Research & Development,96,2,Healthcare Representative,3,7360,3,No,11,10,3,5,1,4,3,No
2102760,Travel_Rarely,Research & Development,37,1,Laboratory Technician,1,4344,1,No,14,5,4,4,3,0,2,No
2102761,Travel_Rarely,Human Resources,44,2,Human Resources,2,18767,9,No,15,12,1,8,3,3,6,No
2102762,Travel_Rarely,Research & Development,81,4,Healthcare Representative,4,20420,7,No,11,30,2,10,7,1,1,No
2102763,Travel_Rarely,Research & Development,86,1,Research Scientist,4,22929,0,Yes,20,5,2,4,2,2,3,No
2102764,Travel_Rarely,Research & Development,55,2,Healthcare Representative,1,23398,8,No,19,9,1,7,6,0,7,No
2102765,Travel_Rarely,Sales,83,1,Sales Representative,2,17967,1,No,14,2,3,2,2,2,2,No
2102766,Travel_Rarely,Research & Development,86,2,Laboratory Technician,4,10919,2,No,17,19,3,2,2,2,2,No
2102767,Non-Travel,Research & Development,61,2,Healthcare Representative,1,4761,2,No,11,16,4,1,0,0,0,No
2102768,Travel_Frequently,Research & Development,80,2,Laboratory Technician,4,21146,1,No,15,10,3,10,8,4,7,No
2102769,Travel_Rarely,Research & Development,92,1,Research Scientist,3,20471,6,Yes,13,6,1,1,0,0,1,No
2102770,Travel_Rarely,Research & Development,32,2,Manufacturing Director,1,4187,3,No,14,7,3,0,0,0,0,No
2102771,Travel_Rarely,Sales,31,4,Manager,1,10084,1,No,11,34,4,34,6,1,16,No
2102772,Travel_Rarely,Research & Development,63,1,Research Scientist,4,5207,1,Yes,13,10,2,10,9,7,8,Yes
2102773,Travel_Rarely,Sales,32,2,Sales Executive,4,22807,1,No,23,6,2,6,5,1,4,No
2102774,Travel_Rarely,Sales,46,2,Sales Representative,3,12388,0,No,13,9,3,8,7,3,1,No
2102775,Travel_Rarely,Research & Development,79,1,Research Scientist,3,19630,1,No,18,2,3,2,2,0,2,No
2102776,Travel_Frequently,Sales,77,2,Sales Executive,3,10339,4,Yes,12,8,3,5,4,1,3,Yes
2102777,Travel_Rarely,Sales,60,2,Sales Executive,4,18686,1,No,22,6,3,6,5,1,4,No
2102778,Travel_Rarely,Research & Development,78,5,Manager,1,21199,5,Yes,13,24,3,5,2,1,4,Yes
2102779,Non-Travel,Sales,76,3,Sales Executive,1,14229,1,No,15,10,3,10,7,0,9,No
2102780,Non-Travel,Research & Development,41,1,Research Scientist,4,26589,0,No,18,5,3,4,3,1,2,No
2102781,Travel_Frequently,Research & Development,71,1,Laboratory Technician,4,5288,3,No,14,5,3,2,2,2,0,No
2102782,Travel_Rarely,Research & Development,66,2,Healthcare Representative,3,25549,4,No,12,11,2,8,7,1,1,No
2102783,Travel_Rarely,Sales,38,2,Sales Executive,1,3064,6,No,17,6,2,4,3,1,2,Yes
2102784,Travel_Rarely,Research & Development,72,1,Research Scientist,4,13551,2,No,16,10,3,4,2,1,3,No
2102785,Travel_Rarely,Research & Development,95,2,Manufacturing Director,1,22670,9,Yes,11,9,3,5,3,1,4,No
2102786,Travel_Frequently,Sales,84,2,Sales Executive,4,24008,0,No,19,5,3,4,2,1,1,No
2102787,Travel_Rarely,Research & Development,82,1,Research Scientist,1,19905,0,Yes,13,6,2,5,3,4,3,No
2102788,Travel_Frequently,Research & Development,75,2,Manufacturing Director,1,26085,6,Yes,12,17,3,15,7,4,12,No
2102789,Travel_Rarely,Research & Development,86,1,Research Scientist,1,7530,1,No,11,6,3,6,5,1,3,No
2102790,Travel_Rarely,Sales,72,1,Sales Representative,4,20317,1,No,16,3,2,3,2,0,2,No
2102791,Travel_Rarely,Research & Development,38,1,Laboratory Technician,3,24375,3,No,21,7,3,2,2,0,2,No
2102792,Travel_Frequently,Research & Development,38,2,Healthcare Representative,2,9931,1,No,24,8,3,8,7,3,7,No
2102793,Travel_Rarely,Sales,93,2,Sales Executive,1,13305,5,No,17,6,3,3,2,1,2,No
2102794,Travel_Frequently,Research & Development,66,5,Manager,4,16225,1,No,13,24,2,24,7,14,9,No
2102795,Travel_Rarely,Research & Development,63,1,Laboratory Technician,1,3445,1,Yes,21,1,3,0,0,0,0,Yes
2102796,Non-Travel,Research & Development,60,1,Laboratory Technician,2,26551,1,No,11,1,3,1,0,0,0,No
2102797,Travel_Rarely,Research & Development,82,2,Laboratory Technician,3,21821,8,No,20,9,3,5,2,1,4,No
2102798,Travel_Rarely,Research & Development,64,4,Research Director,3,6881,5,No,16,30,3,4,3,0,3,No
2102799,Travel_Rarely,Research & Development,36,1,Laboratory Technician,1,6689,1,Yes,11,1,3,1,0,0,0,Yes
2102800,Travel_Rarely,Research & Development,49,3,Research Director,3,25995,0,No,11,14,4,13,9,3,7,No
2102801,Travel_Rarely,Sales,69,2,Sales Executive,1,26507,5,No,15,6,3,3,2,0,2,Yes
2102802,Travel_Rarely,Research & Development,33,4,Manager,4,12982,1,Yes,11,26,2,26,14,3,0,No
2102803,Travel_Rarely,Research & Development,35,2,Manufacturing Director,2,23361,0,No,15,10,3,9,7,0,5,No
2102804,Travel_Rarely,Research & Development,81,1,Research Scientist,3,23779,1,No,24,10,3,10,7,0,7,No
2102805,Travel_Rarely,Research & Development,31,5,Research Director,2,25761,7,Yes,12,40,3,31,15,13,8,Yes
2102806,Travel_Rarely,Research & Development,40,1,Research Scientist,3,13301,3,No,13,7,3,2,2,2,2,No
2102807,Travel_Rarely,Research & Development,43,2,Manufacturing Director,4,4051,9,Yes,13,8,3,4,3,0,2,No
2102808,Travel_Rarely,Research & Development,46,1,Research Scientist,3,16374,6,No,17,5,2,2,2,2,1,Yes
2102809,Travel_Rarely,Human Resources,36,1,Human Resources,2,25527,4,No,13,8,3,5,2,0,4,No
2102810,Travel_Rarely,Research & Development,98,2,Manufacturing Director,3,19124,1,No,12,14,3,14,13,6,8,No
2102811,Travel_Frequently,Research & Development,51,2,Laboratory Technician,3,11983,6,No,14,10,3,1,0,0,0,No
2102812,Travel_Rarely,Research & Development,52,2,Manufacturing Director,4,20234,5,Yes,24,12,2,0,0,0,0,No
2102813,Travel_Rarely,Research & Development,95,1,Research Scientist,3,6153,1,No,14,1,3,1,0,0,0,No
2102814,Travel_Rarely,Research & Development,98,2,Manufacturing Director,2,11806,1,No,13,10,2,9,8,7,8,No
2102815,Travel_Frequently,Research & Development,45,2,Healthcare Representative,1,4284,2,No,15,13,2,4,3,1,2,No
2102816,Travel_Frequently,Research & Development,100,1,Research Scientist,4,8306,1,No,16,6,3,5,2,1,3,No
2102817,Travel_Rarely,Sales,43,3,Sales Executive,4,5860,1,No,18,9,4,9,8,7,7,Yes
2102818,Travel_Rarely,Sales,37,2,Sales Executive,4,21519,4,No,16,12,2,9,7,7,3,Yes
2102819,Travel_Rarely,Research & Development,94,4,Research Director,1,5200,6,No,24,22,3,4,1,1,0,No
2102820,Travel_Rarely,Research & Development,42,3,Research Director,4,8842,1,Yes,16,9,3,9,8,0,8,No
2102821,Travel_Rarely,Research & Development,59,3,Manufacturing Director,3,18869,3,No,21,17,4,8,5,1,6,No
2102822,Travel_Rarely,Sales,81,2,Sales Executive,2,3698,1,Yes,20,8,3,8,7,7,5,No
2102823,Travel_Rarely,Human Resources,88,1,Human Resources,4,2243,0,No,19,4,1,3,2,0,2,No
2102824,Travel_Frequently,Research & Development,88,1,Research Scientist,3,20898,1,Yes,14,8,3,8,7,1,7,Yes
2102825,Non-Travel,Research & Development,50,1,Research Scientist,4,16571,1,No,11,0,2,0,0,0,0,No
2102826,Travel_Rarely,Sales,66,4,Manager,3,5594,2,No,14,29,2,20,6,4,17,No
2102827,Travel_Rarely,Research & Development,50,2,Healthcare Representative,2,5197,9,No,12,10,2,5,2,2,3,No
2102828,Travel_Rarely,Research & Development,65,1,Research Scientist,1,21632,7,No,13,6,2,4,3,0,1,No
2102829,Travel_Rarely,Sales,48,2,Sales Executive,1,21816,1,No,22,9,3,9,8,0,8,No
2102830,Travel_Rarely,Research & Development,53,1,Research Scientist,1,17852,1,No,11,6,2,6,5,1,1,No
2102831,Travel_Rarely,Sales,56,2,Sales Executive,4,2823,1,Yes,14,18,2,18,14,4,11,No
2102832,Travel_Rarely,Sales,73,2,Sales Executive,4,9250,2,No,11,8,2,5,2,0,3,No
2102833,Travel_Frequently,Research & Development,75,1,Research Scientist,4,2373,9,No,12,10,2,5,4,0,3,No
2102834,Travel_Rarely,Sales,78,3,Sales Executive,4,20715,7,Yes,18,35,3,5,2,0,4,No
2102835,Travel_Rarely,Sales,74,3,Sales Executive,1,19239,4,Yes,12,18,3,5,4,0,2,No
2102836,Travel_Rarely,Research & Development,91,2,Research Scientist,3,22162,5,No,12,9,2,5,3,1,3,No
2102837,Travel_Frequently,Research & Development,81,4,Manufacturing Director,4,19028,3,No,22,31,3,9,8,0,0,No
2102838,Travel_Rarely,Sales,66,2,Sales Executive,3,24558,4,No,19,9,3,1,0,0,0,No
2102839,Travel_Rarely,Human Resources,63,1,Human Resources,4,23965,1,No,13,6,3,5,1,0,4,No
2102840,Travel_Rarely,Research & Development,33,2,Manufacturing Director,4,19146,6,No,22,4,1,2,2,2,2,No
2102841,Travel_Rarely,Research & Development,62,1,Laboratory Technician,4,5044,2,Yes,24,10,2,3,2,0,2,No
2102842,Travel_Frequently,Research & Development,35,1,Research Scientist,4,9068,5,Yes,14,8,3,2,1,2,2,No
2102843,Travel_Rarely,Human Resources,77,1,Human Resources,1,8635,0,No,21,6,3,5,4,0,3,No
2102844,Travel_Rarely,Sales,98,2,Sales Executive,1,14363,1,Yes,18,5,3,5,3,0,3,No
2102845,Travel_Rarely,Research & Development,66,3,Manufacturing Director,3,23457,1,Yes,20,17,3,17,14,5,15,No
2102846,Travel_Frequently,Research & Development,96,1,Research Scientist,2,16612,1,Yes,19,10,2,10,2,7,8,Yes
2102847,Non-Travel,Research & Development,61,1,Laboratory Technician,4,9148,0,No,12,4,3,3,0,0,2,No
2102848,Travel_Rarely,Sales,87,2,Sales Executive,1,18154,1,No,12,5,4,5,2,0,3,No
2102849,Travel_Rarely,Research & Development,36,1,Research Scientist,1,10554,2,No,16,7,3,4,2,0,2,No
2102850,Non-Travel,Research & Development,46,1,Laboratory Technician,4,10778,0,No,17,6,2,5,2,3,4,No
2102851,Travel_Frequently,Sales,48,2,Sales Executive,2,8891,1,No,14,10,3,10,8,5,3,No
2102852,Travel_Rarely,Sales,98,1,Sales Representative,2,12102,0,No,19,3,3,2,2,1,2,No
2102853,Travel_Rarely,Research & Development,95,2,Laboratory Technician,4,23726,2,Yes,13,17,2,5,3,1,3,No
2102854,Travel_Rarely,Research & Development,48,1,Research Scientist,4,14871,3,Yes,19,8,3,6,4,0,2,No
2102855,Travel_Rarely,Sales,48,1,Sales Representative,3,23522,6,Yes,19,5,3,3,2,0,2,Yes
2102856,Travel_Rarely,Sales,73,4,Sales Executive,4,22789,5,No,14,28,3,2,0,2,2,No
2102857,Travel_Rarely,Research & Development,78,3,Manufacturing Director,2,9129,3,No,16,16,3,13,10,4,8,No
2102858,Travel_Frequently,Sales,54,1,Sales Representative,4,21222,5,No,15,10,3,5,4,0,0,No
2102859,Travel_Rarely,Research & Development,72,4,Research Director,4,20206,6,No,18,33,3,12,9,3,8,No
2102860,Travel_Frequently,Research & Development,33,2,Healthcare Representative,4,21782,4,No,13,12,2,5,2,2,2,No
2102861,Travel_Rarely,Sales,35,2,Sales Executive,4,17783,0,Yes,22,8,3,7,6,7,7,No
2102862,Non-Travel,Sales,32,3,Sales Executive,2,4814,1,Yes,13,10,3,10,0,0,9,No
2102863,Non-Travel,Research & Development,98,4,Manager,1,4544,1,No,11,31,3,31,6,14,7,No
2102864,Travel_Rarely,Human Resources,42,2,Human Resources,4,7790,8,No,11,13,3,5,4,0,4,No
2102865,Travel_Rarely,Human Resources,57,1,Human Resources,2,22650,3,Yes,11,7,4,4,3,0,3,No
2102866,Travel_Rarely,Research & Development,87,1,Laboratory Technician,4,18016,1,Yes,24,1,1,1,0,0,1,Yes
2102867,Travel_Rarely,Research & Development,62,1,Laboratory Technician,4,6054,6,No,14,8,3,4,3,0,3,No
2102868,Travel_Rarely,Research & Development,61,1,Research Scientist,1,7508,1,Yes,13,8,3,8,7,7,1,No
2102869,Travel_Rarely,Sales,98,2,Sales Executive,4,24252,1,No,14,4,3,4,2,0,2,No
2102870,Travel_Frequently,Research & Development,57,1,Laboratory Technician,4,13384,9,Yes,14,3,2,1,0,0,0,Yes
2102871,Travel_Rarely,Research & Development,55,2,Manufacturing Director,2,23814,4,No,21,4,4,1,0,0,0,No
2102872,Travel_Rarely,Sales,49,1,Sales Representative,3,22052,1,No,13,2,2,2,2,0,2,Yes
2102873,Travel_Rarely,Research & Development,65,1,Research Scientist,4,8870,1,No,19,1,2,1,0,0,0,Yes
2102874,Travel_Rarely,Research & Development,68,2,Healthcare Representative,4,4821,0,Yes,17,17,2,16,8,4,11,No
2102875,Travel_Rarely,Sales,65,1,Sales Representative,4,13137,1,Yes,18,3,2,3,2,1,2,No
2102876,Travel_Rarely,Research & Development,34,2,Manufacturing Director,3,10022,0,Yes,19,4,4,3,2,0,2,Yes
2102877,Travel_Rarely,Research & Development,57,1,Laboratory Technician,4,17725,4,Yes,13,10,2,7,7,1,0,Yes
2102878,Travel_Rarely,Research & Development,77,1,Research Scientist,3,9834,5,No,18,6,3,2,2,2,2,No
2102879,Travel_Rarely,Research & Development,70,1,Laboratory Technician,1,4303,7,Yes,21,8,1,2,2,2,2,Yes
2102880,Travel_Rarely,Research & Development,76,1,Research Scientist,3,17808,1,No,19,1,3,1,1,0,0,No
2102881,Travel_Rarely,Research & Development,83,1,Laboratory Technician,2,6896,1,No,14,1,3,1,0,1,0,No
2102882,Travel_Rarely,Sales,68,2,Sales Executive,3,7824,7,No,17,10,3,5,4,0,3,No
2102883,Travel_Rarely,Research & Development,100,1,Research Scientist,1,3339,3,Yes,11,6,3,3,2,0,2,No
2102884,Travel_Rarely,Research & Development,37,3,Healthcare Representative,2,9255,2,Yes,13,24,3,6,0,0,4,No
2102885,Travel_Rarely,Sales,41,1,Sales Representative,3,11737,3,No,15,13,4,7,7,5,2,No
2102886,Travel_Rarely,Research & Development,51,2,Healthcare Representative,4,19170,1,Yes,25,10,1,10,6,0,7,No
2102887,Travel_Rarely,Research & Development,51,3,Laboratory Technician,2,22477,4,No,11,29,2,26,9,1,7,No
2102888,Travel_Rarely,Research & Development,51,1,Research Scientist,3,5543,4,No,17,13,2,0,0,0,0,No
2102889,Non-Travel,Sales,45,2,Sales Executive,3,24406,1,No,13,9,2,9,8,0,0,No
2102890,Travel_Rarely,Research & Development,65,1,Research Scientist,4,23293,2,No,18,8,3,6,2,0,1,No
2102891,Travel_Rarely,Research & Development,80,3,Research Director,1,16292,1,No,13,15,3,15,12,5,11,No
2102892,Non-Travel,Research & Development,70,1,Laboratory Technician,2,3974,6,No,20,5,3,3,0,0,2,No
2102893,Travel_Rarely,Sales,36,1,Sales Representative,2,18798,1,Yes,18,1,3,1,0,0,0,Yes
2102894,Travel_Rarely,Sales,67,3,Sales Executive,2,20652,2,No,12,11,2,1,0,0,0,No
2102895,Travel_Frequently,Sales,52,2,Sales Executive,1,11148,1,No,12,7,3,7,7,0,7,No
2102896,Travel_Rarely,Research & Development,59,1,Laboratory Technician,1,3119,2,Yes,13,20,3,18,13,2,17,No
2102897,Travel_Rarely,Research & Development,79,1,Laboratory Technician,3,12287,4,No,21,16,3,11,8,3,9,No
2102898,Travel_Rarely,Sales,37,1,Sales Representative,2,9947,1,Yes,13,1,4,1,0,0,0,Yes
2102899,Travel_Rarely,Research & Development,84,1,Laboratory Technician,1,13008,1,No,19,1,3,1,0,0,0,Yes
2102900,Travel_Rarely,Research & Development,41,2,Healthcare Representative,4,17369,0,Yes,11,10,1,9,7,8,5,No
2102901,Travel_Frequently,Research & Development,35,1,Research Scientist,2,25063,8,Yes,14,3,3,1,1,0,0,No
2102902,Travel_Rarely,Research & Development,93,2,Manufacturing Director,1,13554,1,No,12,8,4,8,7,6,3,No
2102903,Travel_Rarely,Sales,51,3,Sales Executive,4,5518,1,Yes,11,16,3,16,7,3,7,Yes
2102904,Travel_Rarely,Research & Development,42,2,Healthcare Representative,4,12291,0,No,14,6,3,5,0,1,4,No
2102905,Travel_Rarely,Sales,46,3,Sales Executive,3,14922,5,No,11,17,1,14,1,11,7,Yes
2102906,Non-Travel,Research & Development,57,2,Laboratory Technician,2,23163,1,No,12,9,2,9,7,0,8,No
2102907,Travel_Frequently,Sales,84,1,Sales Representative,4,18203,1,No,15,3,3,3,1,0,2,No
2102908,Travel_Rarely,Sales,86,2,Sales Executive,3,6179,1,No,16,5,3,5,2,1,0,No
2102909,Travel_Rarely,Research & Development,70,4,Manager,4,13829,2,No,15,26,2,9,8,7,8,No
2102910,Travel_Rarely,Research & Development,51,1,Research Scientist,3,26227,4,No,24,7,3,1,0,0,0,Yes
2102911,Travel_Rarely,Sales,45,4,Manager,3,13938,6,No,13,22,4,17,13,15,2,No
2102912,Travel_Rarely,Sales,62,3,Sales Executive,3,9977,5,No,11,10,4,8,4,7,7,No
2102913,Non-Travel,Sales,85,2,Sales Executive,4,19899,1,Yes,13,6,3,5,3,1,3,No
2102914,Travel_Rarely,Sales,92,3,Sales Executive,4,6812,6,No,13,12,3,10,9,0,8,No
2102915,Travel_Rarely,Sales,41,3,Sales Executive,3,2560,0,No,18,9,3,8,7,0,7,No
2102916,Non-Travel,Sales,100,4,Sales Executive,2,17071,4,Yes,16,22,2,1,0,0,0,Yes
2102917,Travel_Frequently,Research & Development,64,2,Manufacturing Director,3,6759,1,Yes,19,20,4,19,10,2,7,No
2102918,Non-Travel,Sales,84,2,Sales Executive,4,25952,4,No,13,12,3,7,7,0,7,No
2102919,Non-Travel,Research & Development,46,1,Research Scientist,1,10322,0,Yes,22,4,3,3,2,1,2,Yes
2102920,Non-Travel,Sales,38,4,Manager,3,20489,1,No,11,10,3,10,8,6,0,No
2102921,Travel_Rarely,Research & Development,92,1,Research Scientist,1,11479,6,Yes,20,3,3,0,0,0,0,Yes
2102922,Travel_Rarely,Research & Development,53,1,Research Scientist,4,17241,3,No,18,5,3,3,2,0,2,No
2102923,Travel_Rarely,Research & Development,91,1,Laboratory Technician,4,11005,3,No,14,8,3,5,3,0,2,No
2102924,Travel_Rarely,Research & Development,66,4,Research Director,4,6615,9,No,22,32,2,5,4,1,3,No
2102925,Travel_Frequently,Research & Development,84,2,Healthcare Representative,2,20161,1,Yes,13,6,3,6,5,1,2,No
2102926,Travel_Frequently,Research & Development,64,5,Research Director,3,3735,2,No,17,21,4,18,16,0,11,No
2102927,Travel_Rarely,Research & Development,37,1,Laboratory Technician,2,12086,9,No,14,4,3,2,2,2,2,No
2102928,Non-Travel,Research & Development,42,2,Laboratory Technician,1,14039,1,Yes,15,9,3,9,8,0,8,No
2102929,Travel_Rarely,Sales,83,2,Sales Executive,4,8571,1,Yes,17,9,3,9,0,0,7,No
2102930,Travel_Rarely,Research & Development,48,1,Research Scientist,3,11539,4,Yes,11,7,3,5,2,0,1,Yes
2102931,Travel_Rarely,Research & Development,95,4,Manufacturing Director,3,4161,3,Yes,18,22,3,12,11,1,5,No
2102932,Travel_Frequently,Research & Development,66,1,Research Scientist,3,12127,0,No,17,3,2,2,1,0,2,No
2102933,Travel_Rarely,Research & Development,75,3,Manufacturing Director,3,24208,6,No,13,13,3,8,7,0,7,No
2102934,Travel_Rarely,Research & Development,41,2,Manufacturing Director,3,24117,1,No,15,5,3,4,2,3,2,No
2102935,Travel_Rarely,Research & Development,39,1,Laboratory Technician,2,10074,1,Yes,24,5,1,4,2,0,2,Yes
2102936,Travel_Frequently,Research & Development,96,2,Manufacturing Director,1,11275,1,No,12,4,3,4,3,0,3,No
2102937,Non-Travel,Research & Development,73,1,Research Scientist,4,13493,1,No,15,0,3,0,0,0,0,No
2102938,Travel_Rarely,Research & Development,56,3,Manufacturing Director,3,13943,8,No,11,22,3,10,7,0,8,No
2102939,Travel_Rarely,Research & Development,57,3,Healthcare Representative,3,6975,1,Yes,11,16,2,16,10,10,1,No
2102940,Travel_Rarely,Research & Development,73,3,Research Director,1,17802,0,Yes,12,9,2,8,7,1,7,No
2102941,Travel_Rarely,Research & Development,98,1,Research Scientist,1,18275,1,Yes,15,1,3,1,0,0,0,Yes
2102942,Travel_Frequently,Research & Development,60,1,Laboratory Technician,2,25725,0,No,17,4,3,3,2,1,2,Yes
2102943,Travel_Rarely,Research & Development,32,2,Manufacturing Director,4,3334,1,No,12,8,3,8,7,1,3,No
2102944,Travel_Rarely,Research & Development,94,1,Laboratory Technician,1,6881,1,No,15,4,2,4,3,1,1,No
2102945,Travel_Rarely,Research & Development,97,2,Healthcare Representative,3,13119,2,No,13,19,3,2,2,2,2,No
2102946,Travel_Rarely,Research & Development,78,3,Healthcare Representative,3,22245,7,No,14,27,3,15,11,4,8,No
2102947,Travel_Rarely,Research & Development,42,2,Manufacturing Director,3,23371,6,No,14,8,3,2,2,2,1,No
2102948,Travel_Rarely,Research & Development,65,4,Manufacturing Director,4,7060,1,No,16,21,3,21,6,11,8,No
2102949,Travel_Rarely,Research & Development,47,2,Manufacturing Director,4,4658,0,No,18,4,3,3,2,2,2,No
2102950,Travel_Rarely,Research & Development,45,1,Laboratory Technician,4,9541,1,No,20,3,2,3,2,1,2,No
2102951,Travel_Rarely,Sales,90,5,Manager,3,7770,6,No,13,21,4,1,0,0,0,No
2102952,Travel_Rarely,Research & Development,64,1,Laboratory Technician,4,20165,4,No,18,8,3,1,0,0,0,No
2102953,Travel_Rarely,Research & Development,69,4,Manufacturing Director,4,21829,3,Yes,13,30,3,5,3,4,3,No
2102954,Travel_Rarely,Research & Development,61,2,Healthcare Representative,2,14382,5,No,15,15,1,1,0,0,0,Yes
